text,cluster
lanjuuut lama menjajah jngn terlalu baik orang yg taktahu diri kurang ajar,1
usir menyusahkan sajaa,1
orang rohingnya ini gak tau malu jauh dari miyanmar banyak negara yg dilalui ko nyadsr k indonesia yg paling jauh,0
sebagai provinsi yg masih menyandang gelar termiskin di sumatera aceh sudah melakukan hal semampunya tindakan yg dilakukan warga aceh sudah lebih dari cukup dengan memberi konsumsi dan tempat tinggal sementara untuk selebihnya masyarakat aceh tidak wajib menanggung nasib pasti warga rohingyadan ingat sebagai provinsi termiskin masyarakat aceh yg rata ekonomi nya pun pas²an punya batas kemampuan untuk menampung mereka,0
belajar dari pengalaman palestinammungkin mereka tdk sprti israeltp who knows,1
bisa hancur nanti pemerintah indonesia pada gx bisa warga aceh harus turun tangan pangsung bila perlu gunakan kekerasan jangan kasih kasihan mereka bisa melunjak,0
kenapa malaysia tak bertindak sebegini,1
meuni laladig nya,1
benar tolak mereka brmasih banyak warga indonesia yang lapar n butuh bantuan mereka memang jenis manusia bandel malas buktinya mereka gemuk gemuk segar mana ada yang kurus sedangkan rakyat kita masih ditemukan yang lapar n kurus tak terurus perhatikan rakyat indonesia utama,0
free palestinabrtolak rohingyabrbrsama² masalah kemanusiaanbrsama² sodara seimanbrbrkocak 😂,1
di myanmar ada jugak kaum melayu islam tapi kenapa tidak dihalau seperti rohingya oleh pemerintah bukan sebab agama islam tetapi lebih kepada masalah kaum rohingya sendiri tengok apa jadi di rohingya malaysia masalah sosial sangat teruk membuatkan rakyat tempatan muak dengan perangai bangsa ini,0
ke arab mungkin di terima it kerna merka negara kaya😊,1
kalo sudah di khianati bakal susah,1
kalo melihat anak kecil dan wanitanya memang sungguh kasihan sekali tapi kalo melihat kelakuan yg lakinya malah bikin geram,1
bbc munafik sementara itu di inggris mereka berusaha nendangin pencari suaka di negara mereka search aja parlemen mereka mau ngekick pencari suaka di inggris hari ini,1
kenapa harus d indonesiakenapa ga d singapur kan lebih deket,1
semoga kedepannya menjadi pembelajaran bagi kita semua untuk tidak mudah menerima tamu tak di undang apapun alasan nya walau pun yg minta unhcr sekali pun karna cepat atau lambat akan menjadi masalah bagi tuan rumah krn makin lama makin banyak jumlahnya kalo di biarkan dari sekarang,1
ngelihat nya sih sedih tapi sebagai tamu tidak tahu diri sebaik nya di tolak masih di tengah laut atau di tarik kembali kenegara asalnya,1
rohingya ni puak bodohada negara sndiri tu tggl la sananak masuk negara org lain kenapabikin susah rakyat negara kami jemantap la acehnampak je dorang masuk pijak terus,1
harus di tolak ga boleh hiduptinggal di aceh nanti warga aceh yang repot,0
sedih jadi nyabrmakanya mari kita jaga nkribrtempat kita susah senang kita saudara,1
saya warga malaysia di sini lapangan kerja kami sd ng ad karena adaya pendatang rohania pendatang gelab yg menguasai tempat kerja dan menjatuhkan kami yg perantau indonesia,0
usirrohingiyahdarinkri,1
masalh perlindungan itu bkn hak pemerintah indonesiaperlindungan mrk di negaray sendiriknp hrs kita yg repotpemerintahy lh yg hrs repotlama² mrk di aceh akn ada hal² yg tak diingin kan ntitgo aja lah,1
jadi kaya film 😮 bjiirr ini kasus pulang ke mymar ga bsa mengungsi susah karena dah bnyk berita kejelekan mereka dari saudra mereka yang jelek itu kenapa pbb ga ikut campur ke mymar langsung 😔,1
pemerintah daerah ataupun pusat harus bertindak karena rakyat sendiri saja masih banyak yang hidup di tempat tidak layak seperti di kolong jembatan dan tempat kumuh lainya,1
mana al usir saja mereka sbb di negara kita banyak jga raknyat kita yg susah,1
serba salah jdnya kasian juga kalo ada anak kecil gitu😢 tp,1
usir imigran gelap dari tanah indonesia nkri harga mati,0
ayo warga aceh usir aja si ronghiya suruh kembali ke kapal jgn disuruh turun,1
propaganda bbc hati guys,1
aku se dengan warga aceh,0
👍,1
harus segera di benahi aturan nya agar status mereka jelas semoga kita semua senantiasa dalam perlindungan alloh subhanahuwataalla aaamiin,1
pada tahun aceh udh pernah nerima org rohingya sampe² pemerintah aceh pernah membangun tempat tinggal untuk org rohingya dengan luas hektare dan anggaran nya sbesar miliar namun seiring berjalan nya waktu org rohingya mulai betingkah pernah ni pada tahun org rohingya melakukan tindakan kriminal seperti penyelundupan narkoba dan pemerkosaan terhadap wanita aceh dan parahnya lagi pernah ada kejadian beberapa wanita rohingya yg ingin kabur dari area teritorial dan ketangkep ama petugas namun mereka langsung nuduh petugas sebagai pemerkosa namun setelah dilakukan penyelidikan nggk ada ditemukan bukti dari situ lah warga aceh mulai kesel ama org rohingya,0
kenapa x pergi australiaatau india pakistan,1
sebaiknya pemerintah cepat tanggab dan menolak tegas mereka brjangan sampai mayarakat kesal dan main kekerasan masih bagus itu di tolak dg d bekali besar kemungkinan mereka hrs di pukuli jika bertemu masyarakat yg sdh muakmasyarakat aceh wajib melindungi tanah mereka utk kelangsungan hidup anak keturunan kelak,0
ank kcil dn prmpuan ap g bs dbiarkn istrht bbrp pekan dllakiquotttp dkpal,1
saya warga bandar lampung mendukung penuh acehaceh menolak rohingya begitu pula propinsi lainnya pst ikut menolak,0
kirim saja mereka ke papua pak suruh mereka berjuang disana,1
channel propaganda najis lu brbbc newsbryg asli seluruh warga asli indonesia brmenolak tegas mengusir brimigran gelap bangladesh brkau channel dajjal,1
jgn d kasihanipa lgi d kasih makanbiar mareka gg betah d indonesiapengungsi rohiyang,1
sya mendukung aceh awas hati gaya baru penjajah kaya palestin kaya pengungsi yahudi ke palestin,1
silakan pergi jika percaya ada jalan lain jangan di indonesia,1
saya yakin dan pasti brtidak hanya warga aceh tp seluruh rakyat indonesia menolakkkkk pengungsi rohingya,0
tolak rohingya,0
usir sjdripda qt yg diusir di tanah klahiran sndiribenalu mreka,1
jadi gue mau mempertanyakan bagai mana harus nya orang itudan dimana harus nya mereke tinggal dan kemana harus nya mereka pergidan kemana mereka harus mengadu,1
dulu tuan presiden jokowi menolak orang rohingnya ke sini karena mereka berwatak kayak israel namun sebagian masyarakat malah demo,1
harus terima mereka,1
saya warga jawa barat mendukung sepenuh nya warga aceh mendapatkan kembali kehidupan yang tentram aman damai tanpa ada nya tamu tak di undangbrbrbrbrpulang kan rohingyaaaaabrbubarkan unhcrbrbriiiiihhh geraaaam bangeeetttsss,1
klo menurut sy pulang kan sj lg ke tempat asal dr pd jd parasit d negara org dan tmbh beban negara org deportasi aja toh mereka imigran gelap gk ada dokumen,1
minta bantu nasa suruh kirim ke bulan biar punya lahan sendiri,1
suruh tinggal di rumah ente aie 😂😂😂😂,1
orang rohinya ini gak sopan udah ditolong marah marah masih banyak saudara kita sendiri perlu pertolongan,1
terima kasih kepada semua kerajaan kerajaan di taniah raja jaya brtogether we strong brather jaya lah saya kerajaan selamanya aku cinta anda selamanya ❤🇬🇧🇲🇾🇮🇩🇮🇱,1
tenggelam kan saja kapalnya setiap datangsemudah itu,1
saya sebagai bangsa indonesia yg mempunyai kehormatan tinggi mendukung penuh keputusan saudara kami di aceh untuk menolak keras imigran ilegal rohingya itu dan dikembalikan ke negara asal mereka,0
kalau allah akan bertindakbrtak satu manusia yg taubrsedetiksjamsthun manusia tdk tau apa rencana allahbrjgn bw allah usir mereka ke kmpung halaman nya,1
pemerintah pusat hrs tegas brkrn itu tanggung jawab britis sebagai biang kerok masa penjajahan dulu,1
negara kita masih byk miskin ngapain ngurusin ronghiya,1
terusan pengungsi rohingya ini ke indonesia ada apa ini kenapa begitu mudah mereka datang dan masuk ke indonesia😊,0
jangan bodohh sampai masuk indonesia negara kita sudah tentrambrpasal ronghingnya itu gk pernh patuh prosudur uudbrdi sini aja mau di usir kok lagi masuk negara kita,1
warga nkri aja masih banyak yg susahmalah masih mau di tambah dengan warga negara asing yg bikin tambah susahklu ada yg mau menerima suruh ambil masing masing,0
setuju dengan warga aceh dengan menolak pengungsi rohingya,0
kt wajib menolong memberibantuan sembako dan memperbaiki kapalnya kasih myk kapalnya dan suruh kembali kenegaranya mereka hrs berjuang ktpun berjuang jg utk hidup,1
solusibrbantu sementara kasih makan dulu tanya bahan makanan apa yang bisa mereka olah untuk mereka makan supaya tidak terbuang bagi pengungsi yang muslim bawa shalat wajib berjamaah shalat tahajud witir dan doa qunut nazilah doa mereka kabul untuk kemenangan palestina bermurah hatilah jika mereka tak pandai baca tulis al quran maka ajarkanlah bawa mereka baca burdah baca maulid habsyi dan shalawatan lainnya ajarkan mereka bahasa indonesia dan bekerja untuk sementara unhcr lobi myanmar br lobi pemerintah pusat indonesia supaya melobi unhcr dan pbb untuk bertanggungjawab atas politik sosial budaya untuk dikembalikan ke myanmarbr myanmar harus amalkan agamanya untuk kemanusiaan agama ada untuk memanusiakan manusia agama itu damai kalau kamu curang tuhan marah nanti negerimu akan dihancurkan atau ditenggelamkanbr dunia hendaknya bekerjasama untuk kemanusiaan bagaimana memanusiakan manusia muslim rohingya itu makhluk tuhan jika hewan kamu sayangi kenapa manusia tidak kalau kalian diam maka allah murka kalau allah murka maka bala bencana akan ditimpabr kasih sayang,1
memanusiakan manusia,1
ulat bulu ngeriusirr secepat nya sebelum kena jangkit,1
saya mendukung aceh di daerah lain masih banyaj rakyat indonesia yang untuk makan saja susah nya bukan main daripada memberi makan orang dari negara lain lebih baik beri makan rakyat indonesia sendiri karena banyak dari kami yang untuk makan saja susah nya bukan main rakyat kami pun banyak yang menjerit,0
antar balik ke negaranya,0
semoga pemerintah kita jangan sampai blunder atau dengan gegabah menerima dengan alasan kemanusiaan kemudian menerimamenampung mereka tanpa ada perjanjian ijin tinggal soalnya jumlahnya ribuan nanti kalau bertambah terus yg berdatangan dan sampai beranak pinak takutnya mereka nanti menuntut yg macammacam contoh minta pulau buat mereka tinggal dll kan jadi repot ke pemerintah kita sendiri kecuali tampung sementara sih gpp asal mereka jangan sampai menetap terus di indonesia mending pemerintah pikirkan warga sendiri yg masih banyak yg di bawah garis kemiskinan yang lebih butuh bantuan pemerintah kenapa negara lain pada menolak pasti ada sebabnya itu harus kita pelajari kenapa mereka menolak,0
sebagai warga jawa barat saya menginginkan aceh tentram damai tanpa ada pengungsi dari negara lain,0
rohingya sama kaya madura hahahaha,1
mungkin akan ditunjukkan jalan ke benua afrika yang masih sangat luas biarkan mereka bertahan n berjuang untuk tetap hidup di sana indonesia sudah terlalu banyak penduduk biarlah kita sejahtetakan rakyat indonesia terlebih dahulu sebelum berkeinginan mensejahterakan pendatang asing n pengungsi,0
jalan sdhditu jukkan naik ke boat dan enyah dr nkri,1
imigran elegal imigran tak elegal mending d pulangkan ngak boleh menetap d indonesia sbab smakin banyak imigran yang metap d indonesia smakin banyak juga masalah d bangsa ini,1
yap allah akan tunjukkan quotjalanquot jalan kembali ke tempat asal kalian 😊🙏🏼,1
p ergi ďari ìñdòñèsìà ñķŕi harga màti gak maù diduduķi imiģŕan gelap menyusàhkan màsarakat acèh juga ñegarakita ùßìr semua,1
eeeee rupanya islam lndonesia ini munafik ya kata nya lslam itu satu tubuh gatal tangan yang satu maka di garukkin oleh siku yang lain heee atau rohingya kelihatan kurang keren dibandingkan palestina karena ada israel nya heeee,1
i ❤ aceh,0
cuma mkn tidur beranak brbrsemua butuh mkn itu,1
kalao saya mengingatkan kepada petugas keamanan yg menerima gajih brbangun lah bahwa negara kita lagi mulai di obok sama orang asing dari segala penjuru bangun lah para satria negara indonesia usir penjajah,0
saya dukung aceh,1
hati hati pak penjajahan,1
warga kita aja yang gk punya rumah ngontrak masih banyak la ini datang kok mantep banget iya ku tau kalok di posisi mereka ok atas nama kemanusiaan se akidah tapi kalok di berikan tempat tinggal disini ke depan jadi efeknya jadi ngeri,1
tenggelamkan aj sama kapal ny k laut ngapain ngurusin rakyat negara lain rakyat kita yg di kampung pedalaman msih di bawah kemiskinan blom terjamah,1
iya kayanya kalian harus cari jalan lain mohon maaf 😁,1
enak banget di kasih hati munta jantungydah bersyukur kita jadih makanseharus nya terima kasihmalah munta kekuasaan enak benar kita susah payah berjuang dari protugis perjuangan cut nyadin kita masyarakat indonesia harus hatiquot jangan sampe kita di jajah kedua kalinya,1
saudara sesama muslimsemoga allah memberi tempat yg layak di bumi allah yg laen,1
kasihan,1
kembalikan saja sekarang juga jangan terlalu lama makin lama makin menjadi masalah,1
sekali kali presiden turun tangan buat bantai ni orang orang frindafan,1
jalan lain ya jihad lu lawan tuj myanmar bangkek,1
ayo warga aceh lon usir mereka kalo kita tidak mau menyesal suatu saat,1
klolah mereka tinggal diindo entry ada nenek tua dia pun mau tu diajak kawin buat jdi warga negara indonesia klo udh jdi ntik bisa tu bawak satu grombolan keluarganha udh raja buat ank 😂 titi djlh negara konoha jngn sampek warga indonesia jdi tkw tki garagara mereka yg senang dpt makan dan kerjaan,0
mereka ini awalnya terdampar diaceh ntik lama lama ejen bawak mereka sikit untuk bawak kemalaysia malaysia sekarang mau masuk ketat jdi ngungsi dulu di indo dimalaysia udh penuh org ini bahkan mereka mabuk joget atau jualan kek punya tanah sendiri klo kurang jelas pigilh kemalaysia tengok org kyk gini bnyk dulu org malaysia atau tkw bilng jngn dikasih hati pada mereka yg gktau sok punya hati naluri ketika jdi kek palestina kata menyesal pun gk guna kata maaf pun gk guna krna udh terjadi sesuatu bukan dia tpi ini adalah mengingatkn krna ditmpat negara lain aja mereka dikasih tinggal dikasih carik uang tpi minta hak hak punya tanah sedangkan org tempatan bnyk yg tidur dijalan,1
balikin ke bangladesh disana ada penampungan yg layak yg dibiayai oleh pbb entahmapa pula maunya datang ke konoha,1
saya warga jawa barat subang menolak imigran gelap rohingyarekam jejak mereka sangat buruk,1
flash back yahudi israelbrya walaupun ronghingya muslimbrbrkita tidak tau siapa mereka,1
agennya yang harus di salahkannn,1
hhhhgimana serambi nggak mau ngajak saudara gimana nichbrharusnya dirangkuldikasi fasilitas hidup seperti anak sendirilahbapak anies baru saya akui beliau orang yang paling sosialdermawan anak anak korban perang palestina mau dirangkul di pelihara di rumahnya sendiri😂😂😂😂salam,1
woy yg setuju pengusi itu di terima tampung aja di rumah lo gue mah ogah ktumpangan org gak jelas,1
kita dukung warga aceh tolak pengungsi rohinia jgn mau di manfatin oknumquotyg cari untungdgn alasan apa pun tolak rohinia suruh unhcr ngurusin jgn se enak jidat pemerentah di bebani,0
muslim ibarat satu tubuh sakit susah sebagian dirasakan oleh seluruh tubuhyg terlanjur datang jg diusiryg diperjalan cegah jg datang ke indonesiakita sadar umat muslim dimusuhi agama lain kecuali jika mereka bersedia pindah agamajika anda anda usir pasti laknat allah segera datang pasti jika islamnya belum sempurna wajib disempurnakantantangan bagi alim ulama kita jg hanya bisa menceramahi orang yg sudah mengerti islam,1
kalau mereka masih ngeyel mau tetap di tanah acehkami warga bandung warga indonesia bersatu usir mereka jangan sampai kedepan nya terjadi kaya israel merebut tanah palestinaitu lah contoh yg terbukti,0
aneh pemerintah di indonesiamereka lepas tangan dan tidak bertindak cepat untuk selesaikan hal sebeginiterlalu banyak kerenah birokrasijika di malaysia bot rohingya sampai ke pantai pemerintah ambil tindakan segera dengan menghantar mereka ke pusat pusat penempatan dan perlindungan,1
kembalikan sj di tempat asalnya🤭🤭🤭,1
loh kenapa sampe allohnegara kami rohingya siapa kan punya negara sendiribebas mengusirusir rohingya dari indonesia,0
aceh akan menjadi gaza masyarakat wajib menolak keras,0
unhcer dan pebebe yang harus meyesaikan,1
tolak kembalikan ke negara asalyah bogor mendukung warga aceh,0
coba rohingnya suruh baca al fatihah islam hanya buat kedok,1
saya pkir solusi nya cm kembalikan ke laut kalodi tmpung repot makan rumah dan pekerjaan bagaimana kalo tidak bekerja bisa jd kriminal mereka,1
kembalikan saja ronghiya kenegara asalnya myanmar biar mereka beraktifitas seperti biasa mereka lakukanbrpemerintah indonesia dan negara negara yang peduli ronghiya segera mendesak unhcr dan pbb untuk menyelesaikan masalah ronghiyamemberikan dan memperjuangkan status kewarganegaraan ronghiya di myanmar negara asal mereka atau ronghiya membentuk negara sendiri a hrefhttpswwwyoutubecomwatchvpcjeutsfcamptmsa,1
mana tuh yg koar² dulu berjuang untuk rihingyabrsampai ngatain presiden segala macam,1
di tolak dimana mana karena miskin etikabangsa indonesi tetap tolak pengagguran indonesia saja cukup tinggi jangan mencitakan permasalahan baru,0
usir saja,1
ia aku mah takut allah murka nnanti di goncang tsunami brkarena kita sesama manusia harus saling melindungi karena sejati umat islam telah di ajarkan,1
pulangin aja,1
ini tidak pengungsi ksng ini ada uang menyesatkan,1
kamu menyebut jalan alloh kenapa kmu kabur dari negara mu sedangkan negaramu tidak dalam keadaan konflik seperti palestinabrberarti kamu rohingnya orang yg tidak membela negara mu sendiri kamu orang yg putus asabralloh benci pada orang yg putus asa,0
tolak,0
knp rohinya banyak banget orangnya kabupaten,1
urusmu apa hubungan alloh udah netapdi banglades tidak bersukur,1
kembalikan ke negara asalnya krn mereka adlh warga banglades kl mau nyalahkan salahkan banglades yg tak bertanggung jwb atas warganya jngn smpe spt kmrenyg mnghujat myanmar,1
dia itu ada misinya gaes puraquot jd orang muslim untuk jajah indonesia hatiquot,0
itupemerintahannya g mana,1
masyarakat indonesia harus paham rohingya itu korban genosida dan mereka disini engga selamanya pihak unhcr akan mencarika mereka negara yg bisa memberikan suaka menolak dan terima itu memang perlu banyak pertimbngan cuma tetap harus memperhatikan asas kemanusiaan,0
bukan masalah tak manusiyawi tapi mereka kalok udah di bantu suka nya mintak tanah dan se isinya lihat negara tetangga yg sudah terjadi pulangkan saja di negara nya,1
tolak orang asing masiku indonesia rakyat indonesia saja masih banyak yg miskin ini orang luar se enaknya masuk wilayah indonesia,0
saya asli jakarta menolak keras warga rohingya berada dinegara kita kasihan warga aceh ingin hidup aman damai tanpa gangguan dari benaluquot itu,0
pemerintah juga harus seragam dg keputusan masyarakatrakyatnya kalau tolak ya pemrintah harus ikut menolak juga 👍🏼💪,0
kalau allah marah tentu yg diazab dari negara banggades bukan indonesia jangan takut usir pengunsi rohingnia,0
sodaraku sebanga setanah air mari kita serukan tolak penjajah yang mengatas namakan pengungsi yang namanya pengungsi bukan tanggung jawab bangsa indonesia nanggung jawab pbb,0
kl ditaruh di papua di wilayah kkb mungkin cocok kali yah,1
ini akal akalan israel biar netizen indonesia tak ngusik israel,1
bbc berpihak kepada rohingnya,1
buat demon usir mereka,1
kemungkinan indonesia akan terjajah secara perlahan kalau pemerintah tidak tegas kemungkinan rakyat yg akan menegaskan,0
biar unhcr yg nampungtuh siapa namanya yg orangnya songongsuruh ke dia punya negarajangan di indonesiaempet w ngeliatnyahjangan kasih hatintar lama minta jantungusir burujangan berlarutlarut,1
usir pulang ke negara asalnya,1
diusir saja rohingya mengingat indonesia juga perlu perhatian banyak juga masih miskin,0
ada juga orang orang asing yg membawa dampak posetif bagi bangsa indonesia dlm bentuk keagamaan hingga menikah dan jadi warga tempatan tetapi yg namanya pengunsi yg bukan kewargaan negara indonesia walaupun seagama saya pikir alangka lebih baik tidak terima,0
mereka seenaknya aja,1
ah masalah sepele dibikin dilema lebay bangetbrbantu secukupnyaudah dibantu antar langsung mereka pulang ke negaranyabrbila alasan tidak bisa pulang ke negaranya dengan alasan kapal rusak atau karampake tuh kapal tni alangkut semua antar mereka sampe negaranyabrindonesia masih banyak yang susahgua aja susah payah cari uang dari hasil ngojegbrmakmurkan dulu rakyat mu baru apabila semua rakyat indonesia sudah makmur pemerintah baru bantu siapa saja yang butuh bantuan,1
dia di banglades sudah ada tanah kenapa…kenapa dia pindah karena dia ingin menjajah …jangan pakai alasan agama untuk menampung…belum tentu dia islam,1
imigrant gelapbrm,1
imigrant gelap,1
pulangkan saja titik,1
udah pulangin aja tegas donk perkuat pertahanan patroli laut di daerah aceh aneh nelayan asing bisa keihatan tapi ratusan orang rohingnya gak kena patroli di laut ya,1
sudah orang yang belah rohingya itu serah kan saya sajah nanti saya urusin orang itu,1
jgn mau nampung org asing nanti kayak israel,1
tebak satu sapa suruh kesini,1
pemerintah indonesia harus tegas pengungsi rohingy harus dipulangkan ke negara mereka dgn segera demi keamanan rakyat indonesia,0
yg namanya mengungsi itu kan cuma sementara lahh pengungsi rohingya lama malah jd benalu 🙄 pantas aja diusir dari negaranya miyanmar lah wong kelakuan nya begitu semau gue kalau emang asli muslim ya begitulah kelakuannya dimanapun negaranya kalau ga mematuhi peraturan adat dan istiadatnya wajib diusir,1
pulangkan ke negaranya,1
tolak orang²prahu itu orang²rohingya usul dari saya unchr di indonesia tutup saja karena cuma di manfaatkan di salah gunakan saja apa lagi setiap hari tambah terus jumplahnya aneh lama pada gak tau diri dan di antara mereka orangimigran gelab rohingya ini ada yg jadi agen dan nerima bayaran dari orang itu brdan kemana polisi laut nya kok gak di jaga laut aceh jaga dong perairan aceh gimana sih,0
indonesia harus tegas laut nya dijaga lebih ketat lg jika terdapat masuk ke laut indonesia usir aj suruh balik lagi ke bangladesh enak aj emg kira indonesia ini tempatnya penampungan pembuangan orgvkriminal kita sendiri aja udah matian cari kapan kerja buat orang lokal ini datang ke indonesia tidak bawa skill tidak bawa uang tidak buka lapangan kerja buat orang indonesia malah bawa masalah yg ada bw akill kriminal nya di negara dia seiman sih seiman klw kyk gitu suruh ke arab saudi dubai aja lebih seiman disana juga lebih bnyk lapangan kerja biar di didik sekalian sama raja saman,0
pk jokowi ting melihat ada ancaman bahaya besar di negeri ini dengan datanya orgquot asing itu ke indonesia maka cepat lh bertindak untuk usir irgquot ini,1
kalu mau negara indonesia maju dan di pandang negara lain quotwookw indonesiaquot gak perlu nyusahin masyarakat pribumi indonesia,0
pulau galang sekrg bukan tertinggal lgi tdiak sperti dlu sekrg p galang akan mnjdi mtropolitqn batam,1
kamu bilang rohingya pemeluk agama islam busiiiitbrdi malaysia sini banyaak rohingya di suruh baca alfatihah and syahadat nggak bisa apa itu yang di namakan pemeluk agama islam lebih baik bubarkan aja sebelum terlajur banyak,1
sementara boleh saja tapi harus ada kejelasan mereka kembali ataupun jadi warga yang berguna,1
pajak yang kita beri kepada negara bukan untuk kepentingan wna yg tidak jelas spt itu pulangkan mereka ke negaranya,1
siapa yg setuju usir rohingya,0
kalau di malaysia super ketat bgt polisi sana sering keliling kalau orang asih tidak membawa permitpaspor langsung di masukkan penjara takut pekerja ilegal mungkin yabrdulu aku di malaysia kmana selalu membawa permit😂,1
seper ti itu asal mula dii palestina pengunsi isrsel jaman dulu dikasih tanah untuk pamukiman lama lama lainlagi ceritanya hati hati indonesia jangan buat kacau masarakat,1
utamakan anak pribumi indnesia yg semakin berkembangkembalikn ke negara asalnyajgn di hubungkan dgn agama demi kepentingan orng asinganak bngsa masih bnyak yg menggurbesar pengaruh nya untk puluh tahun yg akn datang dari orang asing nantinya,1
saya ingetkan sama wapres makruf aminjgn beri kelonggaran kepada pengungsi di negara mana puntermasuk rongiyahkarna tanah indonesia milik rakyat indonesiadi negri sendiri masih byk kemiskinan dan kelaperan nkri harga mati,1
tda ada belas kasihan dalam penjajahan secara halus yg berpolitok internasional indonesia jangan bodo seperti dulu di jajah oleh jepang dan belanda berpikirlah indonesia,0
penghancur negara usir rohingnya bikin beban negara aja warga indonesia aja bnyak yg kekurgan masih bnyak yg miskin buat makan aja susah,0
memang serba sulit sihsebab dari beritaquot pengungsinya jga yg kayak gk tau diriudh di bantu tapi mlh nglunjak melebihi tuan rumahbrseandainya saja mereka sdikit tau diri dan tau posisi mngkin akn sdikit brbedaatau andai saja mereka memilih bertahan dan berjuang tidak kabur mengungsi mski hrus brtaruh nyawa mngkin mereka akan lebih terhormat sprti warga palestin,1
gak usah di terimaitu gk bisa di atur banglads,1
usir dari nkri,1
usir dari nkri,1
usir dari nkri,1
menolak orang rohingya di indonesia,0
patroli laut indonesia kemanaaaakok kapal luar bisa seenaknya masuk indonesia,0
yg bener ya dikembalikan ke negaranya sana wkl presiden tdk becus nangani rohingnya sebaiknya tdk usah ikut ikutan bicqra,1
pengungsi kok mintak tanah coba rakyat indonesia apa diterima sama mereka ingat itu,0
saya sebagai warga negara indonesia tidak setuju menerima dan mengurusi warga negara lain warga atau rakyat sendiri saja masih banyak yang susah dan kelapara tolong pemerintah lebih baik urus rakyat sendiri itu lebih bijaksana saya tidak setuju,0
media mediaharus dukung rakyat indonesiabukandinjadikan drama sana sinikelompok ini sudah ilegaltpi kok di kasih tempatsegerah donk jangan di usirsecepatnya,1
pendatang gelap rohingyasudah punya tempat tinggal bangladeskembalikan banglades,1
cintai rakyat nkri bukan si rohing,1
dari pada menindas rakyat sendieibrbiar saja melanggar hambrkt nya nkri harga matibrusir rohingnya,1
pengunsi rohingya ini sudah jadi polemik besar dinegri ini hati dia pakai tameng agama islam lagi membaca dua kalimah shahadat saja dia gak bisa gimana mungkin dia umat islam pendusta pembohong jangan dia adalah zionis kedua didunia ini nkri harga mati usir dia dinegri ini jangan kami rakyat sumatra sampai bertindak kasihan saudara kita di aceh sana yg ekonominya masih jauh dikatan layak,1
pak jokowi rakyat indonesia masih panyak yg fakir miskin,0
pak jokowi jangan bimbang di usir aja orang pengungusi itu jangan takut kita anak indonesia bersatu sama pak jokowi,1
kembalikan ke negaranya jaga cuman karna kemanusiaan mereka jadi tinggal di indo mohon maaf saja di indo masih banyak masyarakat yang perlu di bantu gak usah repot tolat aja toh indonesia tidak ikut tanda tangan kan indonesia harus tegas bersikap,0
rakyat juga harus bertindak tegas sekiranya pemeritah loyoo,1
suruh pulang myanmar kalo mereka memang diperangi myanmar pertahankan tanah airmu sampai titik darah penghabisan,1
tolong bapak jokowi pulangkan mereka kasihan saudara kita di aceh dan yang lain,1
orng indonesia mau bikin rmah kita beli tanah koorang rohiniya seenaknya mau bikin rumah suruh pulang lawan musuh kamu rohiniya surh balik negara dia,1
suruh balik kampung dia rohiniya ngapain mau bikin rumah di indonesia,1
bubarkan unhcr indonesia,0
rakyat kita di indonesia 🇮🇩 perlu perhatian pemerintah bukan imigran rohingya yg dilindungiseharus nya kami masyarakat pribumi nusantara kesatuan republik indonesia 🇮🇩 kami masyarakat mengecam keras adanya imigran rohingya unchr harus bertagung jawab kalau tidak akan ada pembantaian terhadap imigran rohingya ini lihat saja karena kami masyarakat sudah merasah gheraam apalagi pemerintah terlalu lemah untuk menangani perkara ini kalian dibuat bahan tertawaan oleh unchr,0
hebatnya kalau tiap agustus dipamerkan kehebatan tni angkatan darat angkatan laut angkatan udara tapi pendatang haram tampa identitas ga ada yg jaga mudah sekali mereka masuk dgn leluasa kemana kecanggihanya melempem jgn cuma pamer,1
kenapa di negarana etnis tsb di tindas ea itu semua karna ada sebabnyanga mungkin tanpa sebab etnes yg sudh dr dulu di tindas mungkin bermasalah,1
kalau bicara soal kemanusiaanlebih baik memikirkan warga indonesia terlebih dahulukalau soal pengungsi rohingnya jika tinggal di indonesia akan bikin ulah seenaknya sendiriwarga indonesia butuh ketentramanketengan kedamaianjdi pengungsi rohingnya harus di usir dari indonesia,0
jangan biarakan imigran ilegal rohingya berkmbang dan menetap d negri ini dan menindas anak cucu kita kelak sifat merka yg buruk dan tak patuhkembalikan ke asal mereka tolak imigran ilegal nkri hrga mati,1
saya heran laut ny di aceh gx di jaga apa sama tni al bisa mereka masuk ke wilayah kita bukan kapal kecil yg masuk kapal besar lo,1
dimana unhcr saat warga gaza di bantai,1
indonesia menolak unhcr dan rohingnya,0
usir rohingnya lebih baik kita bantu pribumi asli daripada mereka,1
hoe yang dulu ngedemo pak jokowi gara gara pak jokowi menolakpunya lauk gak😂😂😂tuh rohingnya lapar woy,1
hidup pak jokowi 😂,1
dulu pak jokowi menolak malah pak jokowi di bilang pkianti islam igiliran sekarang mereka melonjak bingung sendiri😂,1
y alloh lindungi indonesia,0
huu wakil oon mau jadi di malaysia ya sdh jadi bubur spa bisa jadi nasi huyy pa amin jangan kitab melulu dibaca politik tu di baca,1
masalah agama ini yg menjadi ganjil apa agama yg tidak punya prikemanusian pemerintah ynmar afa apa tidak bertanggung jawab bukankh mereka pejuang di banglades dan ynmar,1
