text,tokenized,tokenized_str,cluster
ya sudah suruh pergi mereka,"['suruh', 'pergi']",suruh pergi,1
jadi korban atau tidakhrs tetep di usir dari nkrirakyat masih bnyak yg tidur kolong jembatanmakan bingung knp hrs nanggung rohingya,"['korban', 'tidakhrs', 'tetep', 'usir', 'nkrirakyat', 'bnyak', 'tidur', 'kolong', 'jembatanmakan', 'bingung', 'hrs', 'nanggung', 'rohingya']",korban tidakhrs tetep usir nkrirakyat bnyak tidur kolong jembatanmakan bingung hrs nanggung rohingya,1
sampai seumur hidup dan beranak pinak,"['seumur', 'hidup', 'beranak', 'pinak']",seumur hidup beranak pinak,1
alasan apapun balikin sana ke bangladesh geram gw liat imigrant gelap pemerintah lamban nnti klau dah ribut sm warga aceh br bergerak bubarin tuh hnchr n usman hamid tinggal digiring aja kapal mereka jgn sampai mereka mrndarat gw ga terima mereka dah injak tanah aceh,"['alasan', 'apapun', 'balikin', 'bangladesh', 'geram', 'gw', 'liat', 'imigrant', 'gelap', 'pemerintah', 'lamban', 'nnti', 'klau', 'dah', 'ribut', 'sm', 'warga', 'aceh', 'br', 'bergerak', 'bubarin', 'hnchr', 'n', 'usman', 'hamid', 'tinggal', 'digiring', 'kapal', 'mrndarat', 'gw', 'terima', 'dah', 'injak', 'tanah', 'aceh']",alasan apapun balikin bangladesh geram gw liat imigrant gelap pemerintah lamban nnti klau dah ribut sm warga aceh br bergerak bubarin hnchr n usman hamid tinggal digiring kapal mrndarat gw terima dah injak tanah aceh,1
pergi sana kembali kenegaramu bikin beban nkri di australia lo bakal diusir dasar pengemis,"['pergi', 'kenegaramu', 'bikin', 'beban', 'nkri', 'australia', 'lo', 'diusir', 'dasar', 'pengemis']",pergi kenegaramu bikin beban nkri australia lo diusir dasar pengemis,5
yaudah sana ke australi,"['yaudah', 'australi']",yaudah australi,1
korban membayar sejumlah uang kepada penyelundup sehingga terjadilah perdagangan manusia tak sepenuhnya dikatakan sebagai korban karena korban juga ikut berperan sebagai negara transit itu hanya klaim sepihak belum bisa dibuktikan kebenarannya,"['korban', 'membayar', 'uang', 'penyelundup', 'perdagangan', 'manusia', 'sepenuhnya', 'korban', 'korban', 'berperan', 'negara', 'transit', 'klaim', 'dibuktikan', 'kebenarannya']",korban membayar uang penyelundup perdagangan manusia sepenuhnya korban korban berperan negara transit klaim dibuktikan kebenarannya,5
kalau bukan tujuan mereka tapi kok banyak yang datang bahkan bergelombang,"['tujuan', 'bergelombang']",tujuan bergelombang,1
ug mau nampung mereka siapa,"['ug', 'nampung']",ug nampung,4
tema judulnya indonesia jadi korban tujuan imigrasi gelap rohingnya,"['tema', 'judulnya', 'korban', 'tujuan', 'imigrasi', 'gelap']",tema judulnya korban tujuan imigrasi gelap,1
itu cuma alesan harus di curigai eungga boleh lama lama di indonesia pulsngkan aja negaranya jangmikirkan kemsnusiaanpimirkan dulu rayat indonesia mahbanyakorang miskinyg kelapara masa orangpengungsi berribu ribu,"['alesan', 'curigai', 'eungga', 'pulsngkan', 'negaranya', 'jangmikirkan', 'kemsnusiaanpimirkan', 'rayat', 'mahbanyakorang', 'miskinyg', 'kelapara', 'orangpengungsi', 'berribu', 'ribu']",alesan curigai eungga pulsngkan negaranya jangmikirkan kemsnusiaanpimirkan rayat mahbanyakorang miskinyg kelapara orangpengungsi berribu ribu,1
jaga nkri jangan sampai di jajah ke x walaupun kalah pikiran siasat kalah tak tik pendatang gelap rohingya akan masuk ke indonesia terus menerus berita nya kapal lagi di per jalan nan masuk ke indonesia tidak ada surat izin ini mengacak cak konsentrasi pemilu sangat berbahaya tampil melas dulu tunggu berubah pikiran,"['jaga', 'nkri', 'jajah', 'x', 'kalah', 'pikiran', 'siasat', 'kalah', 'tik', 'pendatang', 'gelap', 'rohingya', 'masuk', 'menerus', 'berita', 'kapal', 'jalan', 'nan', 'masuk', 'surat', 'izin', 'mengacak', 'cak', 'konsentrasi', 'pemilu', 'berbahaya', 'tampil', 'melas', 'tunggu', 'berubah', 'pikiran']",jaga nkri jajah x kalah pikiran siasat kalah tik pendatang gelap rohingya masuk menerus berita kapal jalan nan masuk surat izin mengacak cak konsentrasi pemilu berbahaya tampil melas tunggu berubah pikiran,1
tangkap yg bawak kapal tu yg mmperdahangan maknusia coba pikir merekalah yg pandu kapal berlabuh masuk hukum yg mmbawa tu dia dalang salah saorg org kata apa ganster tukang hantar,"['tangkap', 'bawak', 'kapal', 'tu', 'mmperdahangan', 'maknusia', 'coba', 'pikir', 'pandu', 'kapal', 'berlabuh', 'masuk', 'hukum', 'mmbawa', 'tu', 'dalang', 'salah', 'saorg', 'ganster', 'tukang', 'hantar']",tangkap bawak kapal tu mmperdahangan maknusia coba pikir pandu kapal berlabuh masuk hukum mmbawa tu dalang salah saorg ganster tukang hantar,2
itu mah alesan biar di kasihaniayo warga aceh bersatu kami mendukung kalian,"['alesan', 'biar', 'kasihaniayo', 'warga', 'aceh', 'bersatu', 'mendukung']",alesan biar kasihaniayo warga aceh bersatu mendukung,1
bilangnya bukan tujuan tapi sengaja berniat menuju ke negri aceh terus apa maksudnya yang benar sajalah jangan memutar balikkan fakta,"['bilangnya', 'tujuan', 'sengaja', 'berniat', 'negri', 'aceh', 'maksudnya', 'memutar', 'balikkan', 'fakta']",bilangnya tujuan sengaja berniat negri aceh maksudnya memutar balikkan fakta,1
diusir saja secepatnya drpd jd benalu kasihan masyarakat acehalasan mrk mau ke australia gmn ceritanya mau lewat mana brp tahun nyampe,"['diusir', 'secepatnya', 'drpd', 'benalu', 'kasihan', 'masyarakat', 'acehalasan', 'australia', 'gmn', 'ceritanya', 'brp', 'nyampe']",diusir secepatnya drpd benalu kasihan masyarakat acehalasan australia gmn ceritanya brp nyampe,1
lindungi rakyat dan negri sendiri,"['lindungi', 'rakyat', 'negri']",lindungi rakyat negri,4
whoii semua negara blokir rohingnya jangan percaya rohingnya australia gak mau,"['whoii', 'negara', 'blokir', 'percaya', 'australia']",whoii negara blokir percaya australia,1
kasi santet ajah klau enggak mau keluar di indonesia bawak prewang² yg ada nakutin mereka ajah guna hantu² yg ada di nusantara biar mereka enggak betah tggal di malaysia ataupon indonesia ini bangsa enggak tahu diri sudah diberi betis ayam kg mau peha kfc,"['kasi', 'santet', 'ajah', 'klau', 'bawak', 'prewang²', 'nakutin', 'ajah', 'hantu²', 'nusantara', 'biar', 'betah', 'tggal', 'malaysia', 'ataupon', 'bangsa', 'betis', 'ayam', 'kg', 'peha', 'kfc']",kasi santet ajah klau bawak prewang² nakutin ajah hantu² nusantara biar betah tggal malaysia ataupon bangsa betis ayam kg peha kfc,1
kira² itu beneran balik atau ke mana,"['kira²', 'beneran']",kira² beneran,1
gini kan seru usir aja lah anjing ngapain jadi benalu doang,"['gini', 'seru', 'usir', 'anjing', 'ngapain', 'benalu', 'doang']",gini seru usir anjing ngapain benalu doang,2
lebih baik usirdemi keamanan dan ketentraman masyarakat aceh takutnya terjadi hal yg tidak diinginkan,"['usirdemi', 'keamanan', 'ketentraman', 'masyarakat', 'aceh', 'takutnya']",usirdemi keamanan ketentraman masyarakat aceh takutnya,5
mui rawatlah mereka dngn mengulang rukun islam n rukun iman mereka jangan melukai perasaan mereka karena mereka akan ingat tolonglah mereka sebelum terlambat,"['mui', 'rawatlah', 'dngn', 'mengulang', 'rukun', 'islam', 'n', 'rukun', 'iman', 'melukai', 'perasaan', 'tolonglah', 'terlambat']",mui rawatlah dngn mengulang rukun islam n rukun iman melukai perasaan tolonglah terlambat,1
pendatang ni cuma mau cari tempat yang sudah tersedia dan selesa aje untuk mereka dinegara sendiri duduk tak mau berusaha,"['pendatang', 'cari', 'tersedia', 'selesa', 'aje', 'dinegara', 'duduk', 'berusaha']",pendatang cari tersedia selesa aje dinegara duduk berusaha,1
unhcr puki,"['unhcr', 'puki']",unhcr puki,1
yg ga abis pikir ko bisa lolos yg menjaga lautan kemana,"['abis', 'pikir', 'ko', 'lolos', 'menjaga', 'lautan', 'kemana']",abis pikir ko lolos menjaga lautan kemana,1
negara thailand terselamat dri pendaratan merekawhy,"['negara', 'thailand', 'terselamat', 'dri', 'pendaratan', 'merekawhy']",negara thailand terselamat dri pendaratan merekawhy,1
jangan salah kan rakyat klu entar di usir pake kekerasan itu penjajah alus model terbaru jdi benalu nkari sebut kedepannya itu bukan pengungsi tapi imigran gelap,"['salah', 'rakyat', 'klu', 'entar', 'usir', 'pake', 'kekerasan', 'penjajah', 'alus', 'model', 'terbaru', 'jdi', 'benalu', 'nkari', 'kedepannya', 'pengungsi', 'imigran', 'gelap']",salah rakyat klu entar usir pake kekerasan penjajah alus model terbaru jdi benalu nkari kedepannya pengungsi imigran gelap,4
masih baik di kasih makanan,"['kasih', 'makanan']",kasih makanan,1
sok dramatis luu,"['sok', 'dramatis', 'luu']",sok dramatis luu,1
jgn percayaorg hanyut ni,"['percayaorg', 'hanyut']",percayaorg hanyut,1
berlakon,['berlakon'],berlakon,1
usirrrrrrrr,['usirrrrrrrr'],usirrrrrrrr,1
please all help rohingya,"['please', 'help', 'rohingya']",please help rohingya,1
yg suruh datang kmari yg tanggung jawab pada gak tau diri dan adab gak usah jual kesedihan dan atas nama kemanusiaan semua ada aturannya,"['suruh', 'kmari', 'tanggung', 'tau', 'adab', 'jual', 'kesedihan', 'nama', 'kemanusiaan', 'aturannya']",suruh kmari tanggung tau adab jual kesedihan nama kemanusiaan aturannya,0
kasihan tapi mereka layak di pulangkan kembaligo home or bad think happened,"['kasihan', 'layak', 'pulangkan', 'kembaligo', 'home', 'bad', 'think', 'happened']",kasihan layak pulangkan kembaligo home bad think happened,1
mereka pura pura mangis njirrr usirrr,"['pura', 'pura', 'mangis', 'njirrr', 'usirrr']",pura pura mangis njirrr usirrr,1
mrka kn udh trbiasa dgn watak penjjhwatk kekeras kasar biadab agr bisa menguasai daerah indo mungkin sengj d buat agr mrk k indoagr nnti ny mrk bisa atur setrategii melawan bngs kitaini perlu d curigai k depn nybukn menuduh siii,"['mrka', 'kn', 'udh', 'trbiasa', 'watak', 'penjjhwatk', 'kekeras', 'kasar', 'biadab', 'agr', 'menguasai', 'daerah', 'indo', 'sengj', 'agr', 'k', 'indoagr', 'nnti', 'ny', 'atur', 'setrategii', 'melawan', 'bngs', 'kitaini', 'curigai', 'k', 'depn', 'nybukn', 'menuduh', 'siii']",mrka kn udh trbiasa watak penjjhwatk kekeras kasar biadab agr menguasai daerah indo sengj agr k indoagr nnti ny atur setrategii melawan bngs kitaini curigai k depn nybukn menuduh siii,4
yaaa ampunnn padat merayap or rohingya nykerjany buat ank doank kaleee,"['yaaa', 'ampunnn', 'padat', 'merayap', 'rohingya', 'nykerjany', 'ank', 'doank', 'kaleee']",yaaa ampunnn padat merayap rohingya nykerjany ank doank kaleee,1
bido amatttau nangissmau k laparanmau sakit bukn urusn bngs kitakembalikn k neg nyberr resss,"['bido', 'amatttau', 'nangissmau', 'k', 'laparanmau', 'sakit', 'bukn', 'urusn', 'bngs', 'kitakembalikn', 'k', 'neg', 'nyberr', 'resss']",bido amatttau nangissmau k laparanmau sakit bukn urusn bngs kitakembalikn k neg nyberr resss,3
unhcr tampung mereka ke mamarika,"['unhcr', 'tampung', 'mamarika']",unhcr tampung mamarika,1
cukuplah timur tengah yg jd korban politik adu dombajgn sampai muslim di indonesia juga terlibat membenci sesama muslim,"['timur', 'korban', 'politik', 'adu', 'dombajgn', 'muslim', 'terlibat', 'membenci', 'muslim']",timur korban politik adu dombajgn muslim terlibat membenci muslim,1
mereka telah diberikan tapak tempat tinggal di bangladesh tetapi mereka melarikan diri kem pelarian dibangladesh di bakar khemah dan kemudahan yg disediakan,"['tapak', 'tinggal', 'bangladesh', 'melarikan', 'kem', 'pelarian', 'dibangladesh', 'bakar', 'khemah', 'kemudahan', 'disediakan']",tapak tinggal bangladesh melarikan kem pelarian dibangladesh bakar khemah kemudahan disediakan,1
rakyat indonesia menolak rohingnya,"['rakyat', 'menolak']",rakyat menolak,1
,[],,1
usir saja daripada banyak masalah,['usir'],usir,0
nah bagaimana kalau rakyat palestina yg ngungsi ke indonesia,"['rakyat', 'palestina', 'ngungsi']",rakyat palestina ngungsi,1
kesian yatpi camanalahyg dh sedia ada byk yg berlebih lebih pulakkalaulh ada pulau yg kosong,"['kesian', 'yatpi', 'camanalahyg', 'dh', 'sedia', 'byk', 'berlebih', 'pulakkalaulh', 'pulau', 'kosong']",kesian yatpi camanalahyg dh sedia byk berlebih pulakkalaulh pulau kosong,1
ciri yajuj makjujsuruh mereka nempatin pulau di sgitiga bermudabiar bisa kumpul bersama dajjalkarna sifat mereka sama,"['ciri', 'yajuj', 'makjujsuruh', 'nempatin', 'pulau', 'sgitiga', 'bermudabiar', 'kumpul', 'dajjalkarna', 'sifat']",ciri yajuj makjujsuruh nempatin pulau sgitiga bermudabiar kumpul dajjalkarna sifat,1
mereka itu baru saja melalui perjalanan jauh sebagai tuan rumah biarlah mereka berlabuh dulu jangan langsung di usir begitu jam untuk mereka istirahat sejenak saya rasa cukup setelah itu suruh pergi lagi,"['perjalanan', 'tuan', 'rumah', 'biarlah', 'berlabuh', 'langsung', 'usir', 'jam', 'istirahat', 'suruh', 'pergi']",perjalanan tuan rumah biarlah berlabuh langsung usir jam istirahat suruh pergi,1
bodo amat mau ter ombang ambing brp lama yang penting kita harus usirrrr mahluk asing ini dan serakah ini,"['bodo', 'ombang', 'ambing', 'brp', 'usirrrr', 'mahluk', 'asing', 'serakah']",bodo ombang ambing brp usirrrr mahluk asing serakah,1
mrk ni sengaja keindonesia biar diksh mkn dan tmpt tinggl gratis merepotkn warga aceh sja enak mkn tidur beranak pinak tak tahu diri,"['sengaja', 'keindonesia', 'biar', 'diksh', 'mkn', 'tmpt', 'tinggl', 'gratis', 'merepotkn', 'warga', 'aceh', 'sja', 'enak', 'mkn', 'tidur', 'beranak', 'pinak']",sengaja keindonesia biar diksh mkn tmpt tinggl gratis merepotkn warga aceh sja enak mkn tidur beranak pinak,1
harus tegassuruh kembali pulangmantabkeamanan harus jamini bukan pengungsi lagi,"['tegassuruh', 'pulangmantabkeamanan', 'jamini', 'pengungsi']",tegassuruh pulangmantabkeamanan jamini pengungsi,1
loe yg nerima loe yg nolak,"['loe', 'nerima', 'loe', 'nolak']",loe nerima loe nolak,1
unchr suruh ngurusinjgn di kasih tenpat di indonesia org rohiniawalau pun melassuruh balik,"['unchr', 'suruh', 'ngurusinjgn', 'kasih', 'tenpat', 'rohiniawalau', 'melassuruh']",unchr suruh ngurusinjgn kasih tenpat rohiniawalau melassuruh,4
ke israel aja sana luu,"['israel', 'luu']",israel luu,2
dulu juga banyak orang aceh yang dibantu unhcr untuk mendapat perlindungan di negara lain harusnya ada jalan penyelesaian yang lebih manusiawi ketimbang hanya kebencian yang merasuk dan merusak kepribadian asli orang aceh pemerintah harus serius turun tangan jangan sibuk pencitraan aja sisihkan sedikit anggaran untuk iniwalaupun kita susah sekarang ini kita sudah pernah juga mengalami keadaan yang lebih susah sebelum ini coba sisakan sedikit hati nurani untuk sesama mahluk ciptaan allah swt semoga allah akan memberi bantuan dan keberkatan dengan sedikit pengorbanan dan pertolongan yang bisa kita berikan ke sesama umat manusia jangan kan bantuan kepada manusia bantuanpertolongan yang kita berikan ke binatangpun allah stw sangat menghargainya sering kita mendengar kisah seorang pendosa yang memberi minum ke seekor anjing yang kehasusan allah swt mengampunkan dosa nyacoba bayangkan kalaulah kita salah seorang dari mereka diusir kelautan samudra dengan kapal yang begitu daif tanpa tahu harus kemana lagi semoga allah memberi jalan keluar dari penderitaan ini kepda saudara kita ini aamiin,"['aceh', 'dibantu', 'unhcr', 'perlindungan', 'negara', 'jalan', 'penyelesaian', 'manusiawi', 'ketimbang', 'kebencian', 'merasuk', 'merusak', 'kepribadian', 'asli', 'aceh', 'pemerintah', 'serius', 'turun', 'tangan', 'sibuk', 'pencitraan', 'sisihkan', 'anggaran', 'iniwalaupun', 'susah', 'mengalami', 'susah', 'coba', 'sisakan', 'hati', 'nurani', 'mahluk', 'ciptaan', 'allah', 'swt', 'semoga', 'allah', 'bantuan', 'keberkatan', 'pengorbanan', 'pertolongan', 'umat', 'manusia', 'bantuan', 'manusia', 'bantuanpertolongan', 'binatangpun', 'allah', 'stw', 'menghargainya', 'mendengar', 'kisah', 'pendosa', 'minum', 'seekor', 'anjing', 'kehasusan', 'allah', 'swt', 'mengampunkan', 'dosa', 'nyacoba', 'bayangkan', 'salah', 'diusir', 'kelautan', 'samudra', 'kapal', 'daif', 'kemana', 'semoga', 'allah', 'jalan', 'penderitaan', 'kepda', 'saudara', 'aamiin']",aceh dibantu unhcr perlindungan negara jalan penyelesaian manusiawi ketimbang kebencian merasuk merusak kepribadian asli aceh pemerintah serius turun tangan sibuk pencitraan sisihkan anggaran iniwalaupun susah mengalami susah coba sisakan hati nurani mahluk ciptaan allah swt semoga allah bantuan keberkatan pengorbanan pertolongan umat manusia bantuan manusia bantuanpertolongan binatangpun allah stw menghargainya mendengar kisah pendosa minum seekor anjing kehasusan allah swt mengampunkan dosa nyacoba bayangkan salah diusir kelautan samudra kapal daif kemana semoga allah jalan penderitaan kepda saudara aamiin,1
katanya sodara seukuwah dan peduli kemanusiaan koq seperti ini memperlakukannya,"['sodara', 'seukuwah', 'peduli', 'kemanusiaan', 'koq', 'memperlakukannya']",sodara seukuwah peduli kemanusiaan koq memperlakukannya,4
jangan kasih kendor usir air mata kepalsuan itu semua,"['kasih', 'kendor', 'usir', 'air', 'mata', 'kepalsuan']",kasih kendor usir air mata kepalsuan,3
mau tanya sebenarnya orang rohingya itu berasal dari negara mana kalo untuk kemanusiaan kasihan juga melihat anak anak yang kedinginan semoga alloh memberi jalan kepada orang rohingyabiar mereka tidak terlunta lunta,"['rohingya', 'berasal', 'negara', 'kalo', 'kemanusiaan', 'kasihan', 'anak', 'anak', 'kedinginan', 'semoga', 'alloh', 'jalan', 'rohingyabiar', 'terlunta', 'lunta']",rohingya berasal negara kalo kemanusiaan kasihan anak anak kedinginan semoga alloh jalan rohingyabiar terlunta lunta,1
benar sekali tindakan warga acehbisa bayangkan seperti apatiba berbondong bondong datang bermukimini urusan petinggi dunia bukan tanggung jawab kita warna indonesia kita juga tdk pernah tau karakter sifat orang pengusi jangan sampai ketika sdh di terima nanti akan bertambah lagi lagientar jadi merepotkan jumlah manusia sebegitu banyak nya semangat selalu sdr ku warga aceh,"['tindakan', 'warga', 'acehbisa', 'bayangkan', 'apatiba', 'berbondong', 'bondong', 'bermukimini', 'urusan', 'petinggi', 'dunia', 'tanggung', 'warna', 'tau', 'karakter', 'sifat', 'pengusi', 'terima', 'bertambah', 'lagientar', 'merepotkan', 'manusia', 'semangat', 'sdr', 'ku', 'warga', 'aceh']",tindakan warga acehbisa bayangkan apatiba berbondong bondong bermukimini urusan petinggi dunia tanggung warna tau karakter sifat pengusi terima bertambah lagientar merepotkan manusia semangat sdr ku warga aceh,5
pendatang dari kota lain aja wajib lapor rt rw kok ini negara lin seenaknya,"['pendatang', 'kota', 'wajib', 'lapor', 'rt', 'rw', 'negara', 'lin']",pendatang kota wajib lapor rt rw negara lin,1
atas nama kemanusiaan sdh hilang,"['nama', 'kemanusiaan', 'hilang']",nama kemanusiaan hilang,1
pulang kan seluruh warga rohingya ke negara nya mereka kurang ajar tolong pak pemerintah tolak pengungsi rohingya kembalikan seluruh orang rohingyabangladesh kenegaranya,"['pulang', 'warga', 'rohingya', 'negara', 'ajar', 'tolong', 'pemerintah', 'tolak', 'pengungsi', 'rohingya', 'kembalikan', 'rohingyabangladesh', 'kenegaranya']",pulang warga rohingya negara ajar tolong pemerintah tolak pengungsi rohingya kembalikan rohingyabangladesh kenegaranya,4
usir rohingnia dari rikalo perlu perangi lihat masih banyak rakyat yg terlantar usir perang,"['usir', 'rohingnia', 'rikalo', 'perangi', 'lihat', 'rakyat', 'terlantar', 'usir', 'perang']",usir rohingnia rikalo perangi lihat rakyat terlantar usir perang,4
seharusnya rohingnya tidak ke indonesia bisa jadi penguasa rohingnya tidak mau pulang kenegaranya selama berapa tahunan gitu aku juga benciiii penguasa rohingnya karna tidak menerapkan agama islam,"['penguasa', 'pulang', 'kenegaranya', 'tahunan', 'benciiii', 'penguasa', 'karna', 'menerapkan', 'agama', 'islam']",penguasa pulang kenegaranya tahunan benciiii penguasa karna menerapkan agama islam,2
ini bukan pengungsi tapi immigran gelap mereka kabur dari camp di bangladesh,"['pengungsi', 'immigran', 'gelap', 'kabur', 'camp', 'bangladesh']",pengungsi immigran gelap kabur camp bangladesh,1
sosoan nangis dia mau menjajah indonesia,"['sosoan', 'nangis', 'menjajah']",sosoan nangis menjajah,3
tahniah warga indonesia kerja yang terbaik,"['tahniah', 'warga', 'kerja', 'terbaik']",tahniah warga kerja terbaik,1
aceh sedang dalam ujian ujian alam semesta bagaimanapun saya tetap dukung aceh tolak rohingya rohingya manusia tidak tahu diri,"['aceh', 'ujian', 'ujian', 'alam', 'semesta', 'dukung', 'aceh', 'tolak', 'rohingya', 'rohingya', 'manusia']",aceh ujian ujian alam semesta dukung aceh tolak rohingya rohingya manusia,1
sudah tahu cerita sejarah rohingya tidak baca sejarah rohingya masalalu yg sebenarnya kita semua tahu karakter warga rohingya itu tidak bagus tidak bisa di atur pokoknya serba tidak dan segala tidak karena maunya sndiri manusia tidak tahu di untung di kasik jantung minta hati emang dia sendiri itu siapa mau berlindung di indonesia lah masy india bangladesh saja tidak mau ketempatan org org macam sprti itu indonesia masih banyak masy yg miskin butuh bantuan juga ini malah rohingya nambah masalah suruh hti fpi saja yg menampung mereka itu coba sana kasikkan anggota si riziq sihab saja mau gak hahaa ayoo hab sihab tuh kamu kan bak pahlawan bak jagoan tampung tuh rohingya yg sll kamu agungkan atas nama agama,"['cerita', 'sejarah', 'rohingya', 'baca', 'sejarah', 'rohingya', 'masalalu', 'karakter', 'warga', 'rohingya', 'bagus', 'atur', 'pokoknya', 'serba', 'maunya', 'sndiri', 'manusia', 'untung', 'kasik', 'jantung', 'hati', 'emang', 'berlindung', 'masy', 'india', 'bangladesh', 'ketempatan', 'sprti', 'masy', 'miskin', 'butuh', 'bantuan', 'rohingya', 'nambah', 'suruh', 'hti', 'fpi', 'menampung', 'coba', 'kasikkan', 'anggota', 'riziq', 'sihab', 'hahaa', 'ayoo', 'hab', 'sihab', 'bak', 'pahlawan', 'bak', 'jagoan', 'tampung', 'rohingya', 'sll', 'agungkan', 'nama', 'agama']",cerita sejarah rohingya baca sejarah rohingya masalalu karakter warga rohingya bagus atur pokoknya serba maunya sndiri manusia untung kasik jantung hati emang berlindung masy india bangladesh ketempatan sprti masy miskin butuh bantuan rohingya nambah suruh hti fpi menampung coba kasikkan anggota riziq sihab hahaa ayoo hab sihab bak pahlawan bak jagoan tampung rohingya sll agungkan nama agama,1
mampossss kaliann tapi dulu kalian sok baik mau terima rohingya sok an bela tanpa tau mereka itu di bantai di myanmar karena kelakuannya gimana sekarang kan udh masuk ke negara kita nih gerombolan ya rasakan sendiri lah kalian bila perlu jadikan aja anggota keluarga kalian semua,"['mampossss', 'kaliann', 'sok', 'terima', 'rohingya', 'sok', 'bela', 'tau', 'bantai', 'myanmar', 'kelakuannya', 'gimana', 'udh', 'masuk', 'negara', 'nih', 'gerombolan', 'rasakan', 'jadikan', 'anggota', 'keluarga']",mampossss kaliann sok terima rohingya sok bela tau bantai myanmar kelakuannya gimana udh masuk negara nih gerombolan rasakan jadikan anggota keluarga,1
ò,['ò'],ò,1
kalau palestina di bela sampai mati ketika yang ini di usir,"['palestina', 'bela', 'mati', 'usir']",palestina bela mati usir,1
air mata buaya,"['air', 'mata', 'buaya']",air mata buaya,1
pulangkan mereka jgn sampai menyebar di indonesia,"['pulangkan', 'menyebar']",pulangkan menyebar,3
lama mereka akan menjadi gengster di indonesia seperti di malaysia,"['gengster', 'malaysia']",gengster malaysia,2
jangan campur aduk masalah sospol agama bumg,"['campur', 'aduk', 'sospol', 'agama', 'bumg']",campur aduk sospol agama bumg,4
kita beradab dia biadab,"['beradab', 'biadab']",beradab biadab,1
saya sokong dgn ape yg dibuat oleh warga aceh untuk usir rakyat rohaniah inidiorang ni x blh dibantu xkenang budi takut nti tanah air kita plk diaorang mintak n rampasdlo kn ade kes kt di malaysia xsanggup lagi dh,"['sokong', 'ape', 'warga', 'aceh', 'usir', 'rakyat', 'rohaniah', 'inidiorang', 'x', 'blh', 'dibantu', 'xkenang', 'budi', 'takut', 'nti', 'tanah', 'air', 'plk', 'diaorang', 'mintak', 'n', 'rampasdlo', 'kn', 'ade', 'kes', 'kt', 'malaysia', 'xsanggup', 'dh']",sokong ape warga aceh usir rakyat rohaniah inidiorang x blh dibantu xkenang budi takut nti tanah air plk diaorang mintak n rampasdlo kn ade kes kt malaysia xsanggup dh,4
lanjuuut lama menjajah jngn terlalu baik orang yg taktahu diri kurang ajar,"['lanjuuut', 'menjajah', 'jngn', 'taktahu', 'ajar']",lanjuuut menjajah jngn taktahu ajar,1
usir menyusahkan sajaa,"['usir', 'menyusahkan', 'sajaa']",usir menyusahkan sajaa,1
orang rohingnya ini gak tau malu jauh dari miyanmar banyak negara yg dilalui ko nyadsr k indonesia yg paling jauh,"['tau', 'malu', 'miyanmar', 'negara', 'ko', 'nyadsr', 'k']",tau malu miyanmar negara ko nyadsr k,1
sebagai provinsi yg masih menyandang gelar termiskin di sumatera aceh sudah melakukan hal semampunya tindakan yg dilakukan warga aceh sudah lebih dari cukup dengan memberi konsumsi dan tempat tinggal sementara untuk selebihnya masyarakat aceh tidak wajib menanggung nasib pasti warga rohingyadan ingat sebagai provinsi termiskin masyarakat aceh yg rata ekonomi nya pun pas²an punya batas kemampuan untuk menampung mereka,"['provinsi', 'menyandang', 'gelar', 'termiskin', 'sumatera', 'aceh', 'tindakan', 'warga', 'aceh', 'konsumsi', 'tinggal', 'selebihnya', 'masyarakat', 'aceh', 'wajib', 'menanggung', 'nasib', 'warga', 'rohingyadan', 'provinsi', 'termiskin', 'masyarakat', 'aceh', 'ekonomi', 'pas²an', 'batas', 'kemampuan', 'menampung']",provinsi menyandang gelar termiskin sumatera aceh tindakan warga aceh konsumsi tinggal selebihnya masyarakat aceh wajib menanggung nasib warga rohingyadan provinsi termiskin masyarakat aceh ekonomi pas²an batas kemampuan menampung,1
belajar dari pengalaman palestinammungkin mereka tdk sprti israeltp who knows,"['belajar', 'pengalaman', 'palestinammungkin', 'sprti', 'israeltp', 'knows']",belajar pengalaman palestinammungkin sprti israeltp knows,4
bisa hancur nanti pemerintah indonesia pada gx bisa warga aceh harus turun tangan pangsung bila perlu gunakan kekerasan jangan kasih kasihan mereka bisa melunjak,"['hancur', 'pemerintah', 'gx', 'warga', 'aceh', 'turun', 'tangan', 'pangsung', 'kekerasan', 'kasih', 'kasihan', 'melunjak']",hancur pemerintah gx warga aceh turun tangan pangsung kekerasan kasih kasihan melunjak,2
kenapa malaysia tak bertindak sebegini,"['malaysia', 'bertindak']",malaysia bertindak,1
meuni laladig nya,"['meuni', 'laladig']",meuni laladig,1
benar tolak mereka masih banyak warga indonesia yang lapar n butuh bantuan mereka memang jenis manusia bandel malas buktinya mereka gemuk gemuk segar mana ada yang kurus sedangkan rakyat kita masih ditemukan yang lapar n kurus tak terurus perhatikan rakyat indonesia utama,"['tolak', 'warga', 'lapar', 'n', 'butuh', 'bantuan', 'jenis', 'manusia', 'bandel', 'malas', 'buktinya', 'gemuk', 'gemuk', 'segar', 'kurus', 'rakyat', 'ditemukan', 'lapar', 'n', 'kurus', 'terurus', 'perhatikan', 'rakyat', 'utama']",tolak warga lapar n butuh bantuan jenis manusia bandel malas buktinya gemuk gemuk segar kurus rakyat ditemukan lapar n kurus terurus perhatikan rakyat utama,1
