text,cluster
allahu akbomb😂😂😂😂,0
imagine you accept refugees but they come for rest asking food and money just for running to malaysia or australia 😂😂😂,4
i hope philippines doesnt open up its borders,0
rohingyas are very bad they committing so many crimes in our countryas soon as they should leave bangladesh please rohingyas go to your country myanmar,7
if the people of their own religon ie islam doesnt want then there has to be some serious reasons for their expulsion,5
sorry but we have learned from past events that we dont want to accommodate refugees but they dont comply with local regulations and disrupt this order for the sake of mutual comfort,5
been called the terrorists by cnnbbc voa and western media groupsinfluencersyoutubers brbr“hamas”brbrshowing the meaning of humanity brby using thousands of palestine lives and rockets both sidesbrbrhope you got itworld peoplebr☮️🫵🫵brbra hrefhttpwwwyoutubecomresultssearchqueryweaponbusinessweaponbusinessabra hrefhttpwwwyoutubecomresultssearchquerybloodypoliticiansbloodypoliticiansabra hrefhttpwwwyoutubecomresultssearchquerybloodyamericantaxbloodyamericantaxabra hrefhttpwwwyoutubecomresultssearchquerybloodydollasbloodydollasabra hrefhttpwwwyoutubecomresultssearchquerybloodygovernmentsbloodygovernmentsabra hrefhttpwwwyoutubecomresultssearchquerybidenbidenabra hrefhttpwwwyoutubecomresultssearchqueryneytanyahuneytanyahuabra hrefhttpwwwyoutubecomresultssearchqueryputinputinabra hrefhttpwwwyoutubecomresultssearchqueryxhixhiabra hrefhttpwwwyoutubecomresultssearchqueryamericansamericansabra hrefhttpwwwyoutubecomresultssearchqueryfrenchfrenchabra hrefhttpwwwyoutubecomresultssearchqueryenglandenglandabra hrefhttpwwwyoutubecomresultssearchquerygermanygermanyabra hrefhttpwwwyoutubecomresultssearchquerynatonatoabra hrefhttpwwwyoutubecomresultssearchquerymarinemarineabra hrefhttpwwwyoutubecomresultssearchquerygenocidegenocideabra hrefhttpwwwyoutubecomresultssearchquerycoloniecolonieabra hrefhttpwwwyoutubecomresultssearchquerypalestinepalestineabra hrefhttpwwwyoutubecomresultssearchquerychildrenchildrenabra hrefhttpwwwyoutubecomresultssearchquerykidskidsabra hrefhttpwwwyoutubecomresultssearchqueryinjusticevirusinjusticevirusabra hrefhttpwwwyoutubecomresultssearchqueryhumanityhumanityabra hrefhttpwwwyoutubecomresultssearchquerynewworldnewworldabra hrefhttpwwwyoutubecomresultssearchquerygenerationzgenerationzabra hrefhttpwwwyoutubecomresultssearchqueryrefugeesrefugeesa bra hrefhttpwwwyoutubecomresultssearchquerymusiciansmusiciansabra hrefhttpwwwyoutubecomresultssearchqueryartistsartistsabra hrefhttpwwwyoutubecomresultssearchquerysportssportsabra hrefhttpwwwyoutubecomresultssearchquerystudentsstudentsabra hrefhttpwwwyoutubecomresultssearchquerycdmcdma civil disobedience movementbra hrefhttpwwwyoutubecomresultssearchqueryworldpeaceworldpeaceabra hrefhttpwwwyoutubecomresultssearchquerycnncnna a hrefhttpwwwyoutubecomresultssearchquerybbcbbca a hrefhttpwwwyoutubecomresultssearchqueryvoavoaabra hrefhttpwwwyoutubecomresultssearchquerybloodymediabloodymediaabra hrefhttpwwwyoutubecomresultssearchquerysuesuea all of thembr🚨don’t let them go this time🚨brbra hrefhttpwwwyoutubecomresultssearchquerycopycopya,0
the arrival of themighty gog magog we come we cheat we conquerer banglas rules💪👍👍👍,0
what a tragedy this sick cruelty breaks my heart shame on you myanmar for driving your fellow countrymen to this,0
indonesia is a smart country it has understood who the rogingyas are and have taken the right decision by not allowing them tosettlebangladesh learnt it the hard way,4
pemerintah udah ngelarang padahal dulu nampung pengungsi bukan hal yang mudah liat kan sekarang udah ikutin aja apa kata pemerintah kalo kagak boleh yaa kagak boleh pasti udah ada pertimbangan untuk kedepannya,1
indonesia muslim always claim their own the biggest muslim people in the worldso why their reject their rohingya muslim brothers 😂,2
send them to west jawa and jakarta so many many muslim humanity there😂,0
its funny that indonesia only wants to accept palestinian refugees while rohingya refugees are rejected😆🤣it says it upholds humanity 😆,4
indonesia ❤ rohingya 😊,6
they act like they own the land you should have know your place,5
muslims perfecting the art of victimhood since ce,2
malaysia had been facing this problem since like a decade ago now only you know the malaysian are not lying about rohingyans’ true behaviour,0
the facts was this refugees not only dont obey the law they dont take responsibility and also accountability this will continue to increase and increase letting them in will be a huge problems they need to go back to their own country,7
if you let them in they will keep coming when is it going to stop,0
befire blaming a country for not accepting refugess lets think at the first habd what caused tbem flee from their countries who triggered the wars conflicts in their own home countries who contributed to the damage in the homeland of the refigess are the first to accept them,3
muslims not wanting muslims what a surprise,2
it is funny muslims here saying refugees from different culture can’t assimilate but then expects western non muslim countries to take them in,2
these people dont deserve this situation blame the bullsht government of myanmar brbrbut for me since indonesia arewilling to help them they should behave accordingly they should follow and obey the people who opened their doors to help them we cant blame by doing so because of desperation but they have to act accordingly for them feel the help they are waiting for,5
they need to figure out how to be usefull for the country they go resorces are limited so are peoples patient peacefull community are not weak they are kind but show disrespect to them that kindness will be gone too,0
take them in they are your muslim brothers and sisters,2
😢💔🥀 🇸🇦❤️🇮🇩,0
they are rohingya not refugees they are human traficking,4
lebih baik kirim ke malaysia aja,1
masa nk sampai ke pantai buat muka kesian,1
i understand whatever everyone is saying but can these people give at least first aid before refusing them,6
europe must take them all in the name of humanity,4
kami takut meraka hanya ingin lahan kami aceh adalah daerah paling subur di indonesiabrmereka pintar mengambil hati masyarakat untuk bersimpatibrkarena mereka berkata akan tetap tinggal disini apapun yang terjadi,1
a hrefhttpswwwyoutubecomwatchviuiyotcvuamptmsa that evil stare tho you know deep inside they are evil,0
just take them somewhere else if you disagreeyou may bring them to your home,0
just go back to bangladesh u guys being so rude and too demanding you guys just refuges that run away from your own country thinking that other country will feeding you for free and think no need to obey any law,7
ini bukan pengungsimereka membawa handphone satelitbrada pihak yang menjalankan mereka untuk menjajah negara lain dengan metode quotnangisan dan kelaparanquotbrjika kamu menampung merekasuatu saat mereka akan balik menampung kamu dan berani menendang kamuya karena mereka sudah kuat dan banyakbrsuatu perang zaman modern tidak perlu dengan senjatapesawat tempur tapicukup dengan handphone dan tangisan,1
det er typisk muslimske lande vil ikke tage imod muslimske flygtninge,0
mereka memberi kesan buruk kepada kami diantara mereka ada yang melakukan pelecahan terhadap anak dan wanita mencoba melarikan diri dari camptidak menjaga kebersihan dan tidak patuh pada aturan adat kami kami memberi bantuan logistik saat mereka pergi tetapi di buang oleh mereka sendiri,1
bgo to australia amp stay there 👍🏿👍🏿👍🏿b,0
everybody fine with their borderland until british redraw,0
mereka memang perlu diusir mereka kan imigran gelap kalo dibiarin menetap bahaya bisa mengganggu kedaulatan bangsa indonesia,1
kami sudah membantu rohingya dg memberi makan dan minum sebagaimana kami memuliakan tamutapi tamu harus pulangindonesia tanah air kami diperjuangkan dg darah dan nyawadan tanah air kami hanya untuk anak cucu kami dimasa depanunhcr tidak boleh memaksakan kehendak kepada negara indonesiakami berhak menolak,1
omg😮,0
dont go to malaysia,7
maaf orang indonesia juga tidak mau menetima pengungsi rohingya lagi karna mereka suka mencuri sudah di kasih makanan juga mereka tidak tau berterima kasihkadang mereka buang makanan di laut seperti indomiebuang kotoran sembarangsuka kabursekarang orang aceh tidak mau terima mereka lagi,1
stay and fight in your own land,5
ntar kita jadi kayak palestina setelah mereka mau menerima israel yg mengungsi ke palestina 😂,1
who are you 😂,0
di indonesia apapun agamamu pemerintah menyarankan sudah lebih cukupquot ayolah unhcr beri mereka alat kontrasepsi segunung jangn buang anakquot mereka ke indonesia,1
go from indonesia if you want stay take the risk further go with their unhcr,7
indonesian people love rohingya cause the same religion and indonesian still support them and indonesian love palestine,6
legal imigran 🥴😒,0
makanan dan bantuan kami dibuang padalal saudara kami juga banyak yg membutuhkan bahkan palestina jika itu orang palestina pasti mengucapkan terimakasih dan bersyukur pada tuhan mereka datang dengan kapal pasti ada orang lain di balik ini semua mereka seperti imigran gelap yg lari dari penampungan yg sudah ada,1
i suggest all those unchr volunteers accept rohingnya to stay at their home to show their humanity,3
they are already decent and good in bangladesh why come to indonesia,6
a hrefhttpswwwyoutubecomwatchvaihcyhuocamptmsa take the rohingya to your country then they are not accepted here in indonesia,3
they can come to the usa they have open borders 🤷‍♀️,5
i feel that the best way to help them is to make them second class citizen so somehow we can use their labor and they can still have income although with smaller pay instead of just keeping them and giving them food shelters and clothes without getting any return,5
so basically this video proves the point that everyone is racist not just white people which they are not,6
they have been disrespectful and disobeyed with the local norms and have caused so much trouble to the local people that is why they got rejected just see malaysia as an example they have caused a big problem in the country it is not impossible that what happened in myanmar could happen in other countries too rohingya seems to be difficult to blend with the locals,6
những người bangladeshi nguy hiểm chỉ làm giáng điệp hại người họ không có bản chất tốt nên họ mới tự tin vào nước khác làm mọi thứ đánh thuê hoặc hại người nói xấu kéo nhau toàn người bangladeshi làm việc cho gian hồ singapore và mls,0
as a burmese rohingyas are not our citizens not in the past not in the present just look at us myanmar is a country with official ethnic groups and rohingya is nothing like them just look at us they are literally bengalis who were leaked from bangladesh to our western border there is nothing myanmar can do for these illegal immigrants every nation has their own rules and regulations and myanmar have too only thing myanmar can do is letting them out to reach wherever they wanna go those rohingyas are also humans and so they definitely know where they belong to they know myanmar is not a right place for them at last,4
iya selama ini pol air n al kemana aja,1
india must follow this,0
you forgot there is some sceme behind them to take profit and give indonesia problem,6
jangan lupa para quotpengungsiquot ini pun membayar sejumlah uang untuk bisa quotmengungsiquot ada agen yang mengantarkan mereka serta menyamar sebagai quotpengungsiquot dan telah tertangkap meskipun sebagiannya telah kabur bisa dikatakan ini adalah tindakan penyelundupan yang disengaja mereka akhirnya ditolak sanasini karena sebagian besar berkelakuan buruk tidak tahu diri tidak menghormati peraturan dan menganggu keamanan dan kenyamanan warga lokalbrbrsatu lagi tidak ada kewajiban bagi indonesia untuk menampung para pengungsi ini saya berharap pihakpihak yang berkompeten dan keras terhadap hal ini serta yang menandatangani konvensi tentang pengungsi dapat membuka akses untuk bisa menampung para pengungsi ini segera agar para quotpengungsiquot bisa terurus sesuai yang telah ditetapkan dalam konvensi,1
what did european countries did when the immigrants they took made so much problems did they keep taking them in freely please dont use same religion or brotherhood in fsith as an excuse to push a country to do what other countries not willing to do,3
mereka sudah punya kartu unhcr dari bangladesh apa tujuan mereka datang ke indonesia,1
hei not indonesian policeman but indonesia people why u country not try to accept them,3
coba orang bulenya ngasuh orang rohingya mau ga,1
tittle where rohingya can gobranswered to your country,3
tolong bantu support kami rakyat indonesiabrbrtolong usir semua imigran gelap asal rohingya dan bangladesh dari negara indonesia brbrbrbrrohingya really have bad manners and soon they will reveal their true facebrbrbrbrbrbrrohingya adalah bibit kriminal dan bibit masalah untuk indonesia,1
this is not refuges this is massive exodus from bangladesh,4
bangladesh banyak mengungai untuk cari uang ke indo bukan rohingya,1
where is culprit myanmar,0
malaysia have the same problem,0
ketika banyak negara menolak rohingnya artinya ada yang salah dengan sikap orang rohingnya,1
back to bangladesh,7
they are indian race brand bangladeshi brbrwhy indonesian should take the burden what indian and british empire had made,6
give them condoms not foods and water,5
as an indonesian the peoples of rohingya has an uncivilized culture and ethics as a reflection of asian nations like us so they will not stay along on my countrybrbrthanks to thailand and malaysia people for tell us about this 🇹🇭🇲🇾❤,6
indonesia itself still has many citizens who need to be cared for especially many elderly people children who are malnourished and many people living in poverty if we reject the arrival of the rohingya people it doesnt mean we dont have a sense of humanity however our own citizens still live in poverty as an indonesian citizen i have to go abroad for the sake of a bite of rice for my family if the government allows them rohingya to stay there will be a bad impact for the indonesian people and the indonesian state itself the right advice is to return them to their origin their country and let them fight in their own country,6
i’m very proud as an indonesian of how we really value humanity but we still have a lot of problems within our own country that need our attention how about the salary of the honorary teachers how about our brothers and sisters who are like living under bridges cause they’re homeless let’s focus on our own country first government,3
phil robertson take all rohingya people to your country then see if your own people would be happy of course not,6
becouse indonesian navy its sleepingthey never guard the sea border,0
as a indian we also suffer from rohingya or bangladeshi illegally migrated 😢,6
why didnt stop in baby brevery year they make one baby😂brtheyre like baby give allah they didnt stop in one baby 😂,0
germany should provide refuge to all rohingyas,4
kaum cepat berkembang biaktak tau aturasulit di aturpulangkan aja ke bangladessebagian besar rakyat indonesia menolak,1
go to palestine,7
isnt it facism,0
kami sebagai warga aceh tidak menerima pengunsi rohingya kami di aceh aja masih kesusahan,1
we welcomed them previously but it brings us big problems so we started to refuse them they are people who cant adapt with our local wisdoms we dont want them to become our citizensbrit is myanmar government who must responsible with all of this that have happened,5
ini permainan israel dan amerika kita masyarakat indonesia tolak keras penjajah rohingyamereka mengatas namakan agama islam buat menjajah indonesia secara halusjangan sampai kaya palestinaayo kita tolak,1
they are different with indonesia people they are not indonesian please vrindavan people especially south asia receive them to your country cause theyre dominant with you all,6
first rule respect local rulesbrif you dont respect the rules that apply in aceh its better to leave and never set foot in the rest of indonesia,0
mengapa banyak negara yg menolak etnis rohingnyabrkarena mereka tidak tau terimakasih pemalas tidak menjaga kebersihan tidak menghormati warga lokalbrjika ingin diterima kalian harus tau diri dan rubah etika kalian,1
if they were rejected in thailand they were rejected in malaysia why is the last hope in indonesia if thailand malaysia refuses you look normal then if now indonesia refuses why should there be hope if you want to just keep them in your yard as your last hope you refuse why doesnt indonesia have the right to reject it on human rights grounds based on existing norms there are still many problems in the country that have not been resolved plus the burden of rohingya,6
lembaga unhcr menyarankan untuk ditampung dengan alasan hak asasi manusiabrlantas jika mereka terlalu banyak atau bahkan sampai mempunyai keturunan membuat keperaturan sendiri memakai bahasa sendiri mempunyai tentara sendiri membuat kerusakan mengusik budaya yang sudah ada jika mereka melakukan perbuatan separatis apakah masih mendapatkan hak asasi manusia,1
if rohingya stay in indonesia army of indonesian was killing him remember it bic,6
indonesia is already densely populated and poor dont add to the burden on our country if you want bring it to your country mr phil robertson 🙏brbryou need to know we ourselves the children of the indonesian nation have to earn our fortune in foreign countries to support our families and now indonesia just wants to accommodate them its very unfair to us😢,3
dan mereka sudah punya tempat yang layak di bangladesh yaitu bhashan char,1
kalian tahu brdi malaysia orang rohingnya ini telah meminta hak untuk memiliki sepetak tanah untuk mereka duduki dengan tanpa campur tangan etnis lain yaitu bangsa malaysia sendiri,1
rohingya can go to amerika australiaenglandor whatever they wantbrenyong wong indonesia ora sudi nek rohingya ming indonesiabrsudah tau indonesia aja susah dateng rohingya bikin susah aja,6
they should stay in bangladesh that provide a better place to stayso ive heard,0
whats funny is i heard some of them paid like million rupiah around usd i guess to stay therebrlike wtfbrwhere did they even get that much money frombrbrsomeone must have paid those rohingya people to leave cox bazaar and move to indonesia and i heard unhcr got something to do with it too this is starting to smell like an inside job,6
even a lot of patrol boat they ll come early when all people sleep,6
nhx rohingnya seperti virus malware jika sudah menyebar akan sulit di tangani,1
sir i am sorry they came to us about people in weeks and more are still came how can we accomodate them all we still struggle with the after effect of covid and many natural disaster when huge number of people came in a short of time and we dont know when the exact time they leave of course we are anxious and angry they can be a threat to our country one of the absolute requirements for the establishment of a state is territory,6
not worth at all they come and come escape from camp theyve been settled they pay expensive to go to other nation,0
why not american australia or brittain accept all rohingya to their countrymalaysia and indonesia will be very happy,3
asean must reject all rohingya,6
silahkan rohingya di tampung di negara anda tuan phil yang merupakan negara maju dan kaya jangan menyusahkan dan menambah beban negara kami indonesia yang masyarakatnya sendiri masih banyak yang kesusahan,1
this is the group that has the character of acting pitiful when cameras are on but wherever they land they turn their new surroundings into garbage heaps and crime nests and behave very uppity against outsiders,0
sepertinya pemerintah sudah memaksa warga aceh untuk menampung rohingya meskipun mereka menolak itu sama saja merampas hak masyarakat,1
sorry we rejected the rohignya why because they are very rude to us we give them food and drink for them in boat but they throw it into the sea like wtf we dont like rude person so get out of here,5
a hrefhttpswwwyoutubecomwatchvaihcyhuocamptmsa ini manusia lancang sekali bicaranya ya jahatnya always double standard,0
mereka butuh makanan kita kasihbrmereka butuh pakaian kita kasihbrmereka butuh tanah tempat tinggal tak segampang ituu 🎶,1
the so called human rights watch please accept them in your country so youll find out why we rejected them,3
rohingya di tolak karna irengblackskin kalo arab albino wah di pujapuja pasti jadi habib dimaribrbrnobody wants to admit it but indonesian are pretty racist me includedbrbrindonesia is too poor and corrupt to care for other poor people,6
menolong suku dari negara asing tidak harus dengan memberikan tempat tinggal,1
unchr harusnya buat negara sendiri jangan nyusahin negara lain,1
rohingya is only one of myanmar junta victim of ethnic oppression there are many of minority ethnics rebel to junta because of the oppression,0
indonesia🇮🇩 amp malaysia🇲🇾 will not accept more rohingha people robert you can keep them into your house ya,0
they are quot tidak tahu diriquotbrdi tolong malah mukul,1
usir pengungsi rohingya dari tanah airku indonesia 🇮🇩🇮🇩🇮🇩,1
unhcr had taken a good care of rohingya together with bangladesh govermentbrbrbut they decided to flee from fhe unhcr camp seeking an economic opportunity elsewherethey are not escaping from prosecutionbut looking for economic gain,4
persoalanya ini bukan pengungsimreka sengaja darang secara ilegaltidak mungkin yg katanya terdampar tapi mampur bayar jt per orangini tdk bisa di biyarkan tolong pemerintah indonesia hrus tegas setelah mreka di kasih bantuan mkanan dll mreka wajib di deportasi kembali,1
australia is good for themduring s century thy to be british sepoy in war wth kingdom in myammar or british burma,0
enak aja indonesia suruh nampung pulangkan aja kenegaranya,1
secara hukum bukan kewajiban dan bukan tanggung jawab pemerintah indonesia buat menampung mereka brpara pengungsi rohonya akan kami usir dari nkri demi kebaikan seluruh rakyat ina,1
rakyat indonesia sangat menolak pengungsi rohingya dan meminta pemerintah kembalikan mereka ke bangladeshmyanmar kembali,1
mpuslsh ronghiyah,0
sigh double standards,0
i pray they will have a better and higher place in jannah life is just a passing by after all not final destination,0
only one their right back to their home,7
they were mistaken and should not have come to indonesia because indonesia never signed the refugee agreement with the un indonesia could not accommodate them send them to australia is a large prosperous underpopulated country indonesia is overpopulated,6
harus tegas kalau mau deportasi ya deportasi kalau di kirim ke negara ketiga juga ya segera di kirim jangan di katung seperti ini ini sama saja dengan menyiksa mereka,1
cowards you leaves your family in afghanistan now now you’re worried about them 😮 😂,0
some muslim refugee palestine afghanistan rohinyan theyre are not accepting by muslim countries and some christian country accepting them now they have a problems those muslim are protestingrallying,2
where is the america now see how us collide country is that the humanitarian now us want to clash the asia and middle east same what they did in south korea and north and vietnam,5
no and never we never want to accept this refugees it is eu and american fault that bombing their country so they must take care of them not us there is indonesian live in poverty and in danger of poverty better our government put concern to help them and not this foreign,4
you come to indonesia asking for basic rights even we the populace are lacking basic rights,0
lhh klo khawatir sma keluarganya trus ngapain mereka mengungsi kenegara lain kta aja d jajah smpai brabad gk ngungsi tuhh malah kta berjuang walau nyawa taruhanya dimana jiwa nasionalisme mereka saya aja dan warga indonesia msh stres besok makan apa tapi kita berjuang koq walau dapat uang yg gk seberapa semangat untuk warga indonesia 🇲🇨💪,1
just live already basic rightbru want moneybrget a jobbra lot of homeless locals dumpster diving selling cans and bottles,5
socalled refugees are not happy in indonesia the eu or the us and should be told that if they are not happy then they should go home,4
harap australia dan usa bertanggung jawab kami indonesia tidak terlibat politik disana terkena dampak bukan indonesia tidak mampu tepatnya bukan yang bertanggung jawab menolong hanya sebatas kemanusiaan saja dimana keadilan dunia,1
indonesian here they just wanted to cross to australia but very few of them have applied to become residence of indonesia,5
send them to the us or european countries,3
go to philippins they will not turn you away they will provide for you i know it,0
indonesia menolak keras imigran afganistan silakan anda berjuang sendiri,1
they should go back … we cant accept refuges … half of indonesian citizen are poor we cant feed other mouth … goverment should start ship them back to their country,7
in terms of humanitarian i think philippines already knows it but such numbers are not ordinary so we must believe that they can pass the issues and i hope in the philippines you can change your life and start a brand new day,0
go back to your countrt and fights to taliban dont run,7
this place near on my home at kalideres of west jakarta,0
afghan refugees behave in the beginning later they will start complaining and asking for more better send them back home or send to muslim countries,7
ngapain mereka kesinibikin sumpekntar malah bikin talikaret lagian,1
bring them here in the philippines our president will welcome them with open arms his loyalist would shelter them in their homes,0
the war in afghanistan is over they can return to their home countries,3
why don’t they help each others between muslim as brothers and sisters where are muslim countries europe already get big trouble by refugees from muslim countries,2
the only way for afghan people to go back to their own country is taking back the power from crazy taliban government,7
human traffic unhcr give money to governmentso why the refugee not allowed them to go another country like australia or send back to there country please stop unhcr gave money to the government,7
to afgans who were us ex employees as pointed out by accdg to senated hearings dont leave afgan if you will be directed to philppines youre not sure if your will be transfer to usa philippines is not accepting the you can insist to australia us territories like hawaii guam marianas that is the possible way to acquired the so called visa if thats special why not settle for australi and its country will make a way for you to send to usdont be fooled they have the way not philipppines,4
i prefer to take refugees from myanmar in indonesia rather than those from south asians,4
war is the reason why these people suffered hope the country of destination will accommodate them and treat them as human,4
i hope we can help🥲,5
just leave my country,3
wonder why these develop nations put this responsibility to us here in southeast asia why not put them in europe north america australia or those rich arab countries who are more economically better than us we dont even have anything to do about their situation but we are forced to shoulder this responsibility brbramerica should take all of them and stop forcing developing nations in southeast asia to shoulder the burden that us did to afghans,4
this is the reason why other countries refused afghan refugees send them back to afghanistan,7
so this is what us plans about them thats not even a basic need its like being in a survivor tv show inside a concrete city 😢,5
man what a world he is refugee 😅 and wife is in afghanistan man who is from ukraine 🇺🇦 is in 🇨🇦 his future wife is in ukraine all men from syria are in eu what a shame its time that ladies start to take leadership,4
they want to go to australia but ausy reject them and now they become burden to indo,5
those afghans must pray to allah for help pray amp read your koran everyday because this is a test from allah bronly allah has the power to send you to any place you wish to go brplease be grateful to say a big thank you to the government of indonesia for the free food water medicine abrplace to stay and that you are still alive,5
wrong way brothers and sisters you lot should go to uk or any other european country its easy to get british passport or eu passport you cant get anything in indonesia its poor country they cant even looked aftyer theit own people,3
they should kick out from this country,3
they need to fight for their own country,3
sorry to say but many of them are very impolite disobey the rules and even act as if they are not refugees plus many of them are not abiding by the law here and are very disturbing to local residentsbrbronly a very few live in inadequate shelters many of them live in very decent places do business without a permit traveling around indonesia like tourists to be honest many people who live around them are fed up with their behavior that does not respect the law in indonesia,6
send them to the middle east to the muslim country,2
this is another industry of the usa dumping refugees from countries they destabilized to their ally nations and they will infiltrate these refugees with zombie drug dealers and terrorists who will create wars and conflicts for their weapons industry,4
where are the people who are more closely related to them filialy and geographically why dont they take care of these poor people,6
china investasi di indonesia bawa duit buka lapangan pekerjaan ditolak sedangkan yg ga bawa duit jadi beban dr mynamar dan afghanistan diterima bego,1
there are a lot of poor indonesian why indonesian goverment have to think about them when they become refugee thwy should think about their own life why indonesian need to babysit them what are they wanted indonesian should give them house and a job how many do you think indonesian dont have house or a job,6
europe should learn,0
nag ra rally na nga sila sa ibang bansa e tsk,0
dapat selamat kat indonesia ckp mcm macamhantar balik ja,0
no rich gulf countries will take any muslim refugees sheikhs will spend millions on camels and eagles,2
secular syria president bashar alassads alawi islam is more progressive than sharia islam,0
why is saudi arabia not taking refugees,4
they are muslim too,2
why dont you qatar and gcc countries take all the refugees yourself qatar is riches country per capita and just hosted fifa you can spend billions of dollars just to show off why not help your muslim brothers,2
no offense but wtf are this refugees doing in indonesia 😮 f off leave south east asia alone go to america the country who f up your country just because its a muslim country doesnt mean youre invited,3
who brings these afghan to indonesia,3
philippines should learn from this,0
yg berperang amerikataliban yang buat masalah amerika yang lari dari perang amerika yang pindahkan pbb yang menampung indonesia yang salah tetap jokowi 😢😢😢,1
thats the price of selling your soul to us,5
these are uzbek tajik hazara,0
ibarat kamu tinggal di penginapan apa kamu bisa bebas tidak kamu harus mematuhi aturan yang berlaku pemerintah mungkin bisa bantu kalau seandainya mereka mau menetap di indonesia tapi kalau hanya numpang ya jangan harap diperlakukan istimewa udah syukur dikasih izin hirup udara yang sama dengan kita,1
no doubt that these so called asylum seekers from afghanistan or many other countries in indonesia are on their way to australia or new zealand i do not think australia and new zealand are willing to take them these refugees better stay indonesia,4
this is the stupidity of the american leadership under biden and the corrupt democrat party you can thank america for future terror attacks,0
bring them to afghan the taliban is their new gov are not they happy its base on allah law,0
muslim rich countries are not helping,2
how can you do that to your muslim brothers and sisters,2
thanks usa 🙄,3
as filipino i support whatever indo do,0
we appreciate qadrun,0
us moments 😂,5
western allies recent tactics create wars by nato sanctions others and destroy their economy refugee will come thousands use them as slaves no need of slave trading no need of permanent workers destroy all unions of laboursbrindian democracy will get out of but western democracy will get out of,4
shouldve have gone to other islamic countries in middle east,3
dont u come to the philippines,0
now they begun to demand,0
most of them are healthy and abled men guess what they are not really a legit refugeesnormal civilians they are working with america wake up yall,0
let the rich country americawith self entitled citizens shoulder the problem they initially started america is the reason why there are such refugee then let them enter in your rich country you are rich and yet you wanted the refugee to send it to south east asian countries how dare you you have alaska hawaii marianas guam and other islands send them to your islands,4
as a pakistani im not saying this out of anger or hatred but these people are very ungrateful we kept millions of them for decades in our country as of our government is providing them with grain when we are experiencing mass inflation our self we were helping them when the whole world was against them and now when the situation eased on them they started harbouring ttp terrorists smuggling across our boarders and started committing mass crimes in our countries we even let them own land in our country as refugees no country does that with refugees the south asian country would be very misguided to accept them,3
indonesia it self have huge amount of population number in the world they dont need adding new people from outsidebrbr see what happen in france today chaos in there because of what first eu rise lovely cat but grow up to be tiger n eat the owner,0
joe biden😂 that is why you dont listen to american celebrities or athletes about politics toxic americans,0
ahemhello philippine govtganito rin b ang gusto nting mangyari,0
they should have gone back to afghanistan and make their demands there if they want their freedom then they go back to afghanistan and fight the talibans,7
they are hazara not afghan afghanistan is not their country they are from mongolia and china they are occupier they must be leave afghanistan as soon as possible how can be media treat them as a afghan it is shame for real afghan people and afghanistan bryou the shameless people dont deserve a peice of afghan people land go back to your country all hazara uzbek and turkmen must be left afghanistan and go back to your country hypocrite people,7
cowards cant fight back taliban,7
those refugees are us concerned and problem they should take care of those and let them in in the us why cant they i wonder why hahaha,4
these uspuppet afghans pose dangers to every country the cia may mix them with zombie drug dealers that is how america destroys countries and spread their illegal drug trade,3
not only afgan refugees yaman suria etc also come to many sea countries and make social problem,4
masukin kapal tni kirim balik aja itu orang pengungsi timteng dari yaman afgan dll balik ke negaranya minta ongkos duitnya dr ausie kan tujuan mrk ausie kl ga mau lepas aja ke ausie bukan urusan kita ngapain kita tahan mereka di ri😂,1
where are their islam brothers from qatar saudi and other rich arab countries when they needed them,3
bs us they create the problem with afghanistan and now instruct other countries to resolve their created problem in phil us states to months only look at how they lie now indonesia months and looking at permanent residency now send them back to their country let afghanistan or us resolve this issue,4
indonesia is not destination country for refugee,4
it will also happen in the philippines when they let afghan refugees as requested by us in the country,4
philippine government should not allow any afghanistan refugees look at what happened in france and other european countries who accepted refugees theres no turning back with those countries in total collapsethis is the result of the us western colonialism unending war next will be ukraine refugees,4
bangsa inilah yg akan menjajah bila dah ramai masukbila perang miskin mereka akan cari negara yg lemah untuk tingal,1
nobody knows how much of a dislikes of this video out of k views with k likes but thanks for the l ratio for this crappy media,0
lord pls take care afghans national u are the one who control everything in these world and u can do everything i hope their problewill resolve very soon,0
beware of immigrants see whats now going on in france,0
why we always seen as transit country simple we just didnt give benefits and wellfare from the start,3
gausah nurut oz kasi kapal aja mreka ke oz ribet lama 😢,1
how many refugees qatar kuwait uae saudi oman bharain take what facilities they give to them first ask yourself then ask others,4
